paper_id,year,track,team_number,school,title,award_level,award_confidence,page_count,char_count,extract_status,file_relpath,rendered_pages,notes
2011_A_A10013001_567ce5f4,2011,A,10013001,北京邮电大学,（由组委会填写）,待确认,low,23,28206,ok,2011年中国研究生数学建模竞赛优秀论文/2011A/A10013001.pdf,,
2011_A_A10079005_1289413b,2011,A,10079005,华北电力大学,（由组委会填写）,待确认,low,23,24996,ok,2011年中国研究生数学建模竞赛优秀论文/2011A/A10079005.pdf,,
2011_A_A10213012_4b5f268f,2011,A,10213012,哈尔滨工业大学,（由组委会填写）,待确认,low,27,39517,ok,2011年中国研究生数学建模竞赛优秀论文/2011A/A10213012.pdf,,
2011_A_A10286004_18712697,2011,A,10286004,东南大学,（由组委会填写）,待确认,low,28,29373,ok,2011年中国研究生数学建模竞赛优秀论文/2011A/A10286004.pdf,,检测到广告/联系方式水印（未修改原文）
2011_A_A10613002_8688c307,2011,A,10613002,西南交通大学,（由组委会填写）,待确认,low,26,63660,ok,2011年中国研究生数学建模竞赛优秀论文/2011A/A10613002.pdf,,
2011_A_A80151001_96e2cdc4,2011,A,80151001,中国科学院,（由组委会填写）,待确认,low,28,44154,ok,2011年中国研究生数学建模竞赛优秀论文/2011A/A80151001.pdf,,
2011_A_A90002057_3a9032a7,2011,A,90002057,国防科学技术大学,（由组委会填写）,待确认,low,28,57214,ok,2011年中国研究生数学建模竞赛优秀论文/2011A/A90002057.pdf,,
2011_A_A90005003_6b7b1f9c,2011,A,90005003,解放军信息工程大学,（由组委会填写）,待确认,low,24,47680,ok,2011年中国研究生数学建模竞赛优秀论文/2011A/A90005003.pdf,,
2011_A_A90006033_44b96898,2011,A,90006033,解放军理工大学,（由组委会填写）,待确认,low,31,40110,ok,2011年中国研究生数学建模竞赛优秀论文/2011A/A90006033.pdf,,
2011_A_A99999029_38972546,2011,A,99999029,复旦大学,（由组委会填写）,待确认,low,29,61900,ok,2011年中国研究生数学建模竞赛优秀论文/2011A/A99999029.pdf,,
2011_B_B10145011_810b09f1,2011,B,10145011,东北大学,（由组委会填写）,待确认,low,25,27656,ok,2011年中国研究生数学建模竞赛优秀论文/2011B/B10145011.pdf,,检测到广告/联系方式水印（未修改原文）
2011_B_B10247007_d8c25426,2011,B,10247007,同济大学,（由组委会填写）,待确认,low,35,63546,ok,2011年中国研究生数学建模竞赛优秀论文/2011B/B10247007.pdf,,
2011_B_B10286058_098bd05b,2011,B,10286058,东南大学,（由组委会填写）,待确认,low,30,49971,ok,2011年中国研究生数学建模竞赛优秀论文/2011B/B10286058.pdf,,
2011_B_B10293022_5f71c294,2011,B,10293022,南京邮电大学,（由组委会填写）,待确认,low,42,83033,ok,2011年中国研究生数学建模竞赛优秀论文/2011B/B10293022.pdf,,
2011_B_B10319002_a63299cb,2011,B,10319002,南京师范大学,（由组委会填写）,待确认,low,20,17242,ok,2011年中国研究生数学建模竞赛优秀论文/2011B/B10319002.pdf,,
2011_B_B10386003_bca9c545,2011,B,10386003,福州大学,（由组委会填写）,待确认,low,32,42132,ok,2011年中国研究生数学建模竞赛优秀论文/2011B/B10386003.pdf,,
2011_B_B10699002_cd88e86e,2011,B,10699002,西北工业大学,（由组委会填写）,待确认,low,30,62648,ok,2011年中国研究生数学建模竞赛优秀论文/2011B/B10699002.pdf,,
2011_B_B10699008_9a82e195,2011,B,10699008,西北工业大学,（由组委会填写）,待确认,low,25,36050,ok,2011年中国研究生数学建模竞赛优秀论文/2011B/B10699008.pdf,,
2011_B_B90002072_99598569,2011,B,90002072,国防科学技术大学,（由组委会填写）,待确认,low,23,40463,ok,2011年中国研究生数学建模竞赛优秀论文/2011B/B90002072.pdf,,
2011_B_B90005018_a5ab1282,2011,B,90005018,中国人民解放军信息工程大学,（由组委会填写）,待确认,low,20,34803,ok,2011年中国研究生数学建模竞赛优秀论文/2011B/B90005018.pdf,,
2011_B_B90045020_d9cfa7dd,2011,B,90045020,解放军理工大学,（由组委会填写）,待确认,low,35,56746,ok,2011年中国研究生数学建模竞赛优秀论文/2011B/B90045020.pdf,,检测到广告/联系方式水印（未修改原文）
2011_C_C10248059_f17ca36c,2011,C,10248059,上海交通大学,（由组委会填写）,待确认,low,38,42264,ok,2011年中国研究生数学建模竞赛优秀论文/2011C/C10248059.pdf,,
2011_C_C10286016_388bedf9,2011,C,10286016,东南大学,（由组委会填写）,待确认,low,52,68396,ok,2011年中国研究生数学建模竞赛优秀论文/2011C/C10286016.pdf,,检测到广告/联系方式水印（未修改原文）
2011_C_C10287012_d06d9fab,2011,C,10287012,南京航空航天大学,（由组委会填写由组委会填写）由组委会填写由组委会填写,待确认,low,51,64576,ok,2011年中国研究生数学建模竞赛优秀论文/2011C/C10287012.pdf,,检测到广告/联系方式水印（未修改原文）
2011_C_C10293009_1678063b,2011,C,10293009,南京邮电大学,（由组委会填写）,待确认,low,40,55041,ok,2011年中国研究生数学建模竞赛优秀论文/2011C/C10293009.pdf,,检测到广告/联系方式水印（未修改原文）
2011_C_C10319011_1113fc5f,2011,C,10319011,南京师范大学,（由组委会填写）,待确认,low,55,110914,ok,2011年中国研究生数学建模竞赛优秀论文/2011C/C10319011.pdf,,
2011_C_C11934008_22a367aa,2011,C,11934008,三峡大学,（由组委会填写由组委会填写）由组委会填写由组委会填写,待确认,low,37,48295,ok,2011年中国研究生数学建模竞赛优秀论文/2011C/C11934008.pdf,,检测到广告/联系方式水印（未修改原文）
2011_C_C90006004_9b512a86,2011,C,90006004,解放军理工大学,（由组委会填写）,待确认,low,48,78748,ok,2011年中国研究生数学建模竞赛优秀论文/2011C/C90006004.pdf,,检测到广告/联系方式水印（未修改原文）
2011_C_C90021014_792ad256,2011,C,90021014,,全国第八届研究生数学建模竞赛,待确认,low,37,66987,ok,2011年中国研究生数学建模竞赛优秀论文/2011C/C90021014.pdf,,检测到广告/联系方式水印（未修改原文）
2011_C_C90052010_bd4b86bc,2011,C,90052010,空军工程大学,（由组委会填写）,待确认,low,33,66430,ok,2011年中国研究生数学建模竞赛优秀论文/2011C/C90052010.pdf,,检测到广告/联系方式水印（未修改原文）
2011_D_D10290011_1e6725fd,2011,D,10290011,中国矿业大学,（由组委会填写）,待确认,low,27,46573,ok,2011年中国研究生数学建模竞赛优秀论文/2011D/D10290011.pdf,,
2011_D_D10293014_0f898130,2011,D,10293014,南京邮电大学,（由组委会填写）,待确认,low,46,70583,ok,2011年中国研究生数学建模竞赛优秀论文/2011D/D10293014.pdf,,
2011_D_D10504004_20b10f4e,2011,D,10504004,华中农业大学,（由组委会填写）,待确认,low,51,67195,ok,2011年中国研究生数学建模竞赛优秀论文/2011D/D10504004.pdf,,检测到广告/联系方式水印（未修改原文）
2011_D_D10564001_c16e0029,2011,D,10564001,华南农业大学,（由组委会填写）,待确认,low,53,86995,ok,2011年中国研究生数学建模竞赛优秀论文/2011D/D10564001.pdf,,检测到广告/联系方式水印（未修改原文）
2011_D_D10614001_172ea6cc,2011,D,10614001,,房地产行业的数学建模,待确认,low,42,82168,ok,2011年中国研究生数学建模竞赛优秀论文/2011D/D10614001.pdf,,
2011_D_D11934001_0381efd5,2011,D,11934001,三峡大学,（由组委会填写）,待确认,low,62,87724,ok,2011年中国研究生数学建模竞赛优秀论文/2011D/D11934001.pdf,,检测到广告/联系方式水印（未修改原文）
2011_D_D11943006_fb5d9ce2,2011,D,11943006,中南财经政法大学,（由组委会填写）（由组委会填写）（由组委会填写）（由组委会填写）,待确认,low,50,94818,ok,2011年中国研究生数学建模竞赛优秀论文/2011D/D11943006.pdf,,检测到广告/联系方式水印（未修改原文）
2011_D_D11943008_baf179da,2011,D,11943008,中南财经政法大学,（由组委会填写）（由组委会填写）（由组委会填写）（由组委会填写）,待确认,low,56,74128,ok,2011年中国研究生数学建模竞赛优秀论文/2011D/D11943008.pdf,,检测到广告/联系方式水印（未修改原文）
2011_D_D90052013_9d06c591,2011,D,90052013,空军工程大学,（由组委会填写）,待确认,low,52,98115,ok,2011年中国研究生数学建模竞赛优秀论文/2011D/D90052013.pdf,,检测到广告/联系方式水印（未修改原文）
2011_D_D99999040_e74e768f,2011,D,99999040,中国人民大学,（由组委会填写）,待确认,low,59,101831,ok,2011年中国研究生数学建模竞赛优秀论文/2011D/D99999040.pdf,,检测到广告/联系方式水印（未修改原文）
2012_A_A10248044欧阳武丰,2012,A,10248044,上海交通大学,（由组委会填写）,待确认,low,28,32507,ok,2012年中国研究生数学建模竞赛优秀论文/2012A/A10248044欧阳武丰.pdf,,检测到广告/联系方式水印（未修改原文）
2012_A_A10286015薛郁袁,2012,A,10286015,东南大学,（由组委会填写）（由组委会填写）（由组委会填写）（由组委会填写）,待确认,low,41,47849,ok,2012年中国研究生数学建模竞赛优秀论文/2012A/A10286015薛郁袁.pdf,,检测到广告/联系方式水印（未修改原文）
2012_A_A10358011杨张宋,2012,A,10358011,中国科学技术大学,（由组委会填写）,待确认,low,27,50256,ok,2012年中国研究生数学建模竞赛优秀论文/2012A/A10358011杨张宋.pdf,,
2012_A_A10422053楚何程,2012,A,10422053,山东大学,（由组委会填写）,待确认,low,27,36562,ok,2012年中国研究生数学建模竞赛优秀论文/2012A/A10422053楚何程.pdf,,
2012_A_A90005004杨丁刘,2012,A,90005004,解放军信息工程大学,（由组委会填写）,待确认,low,55,97647,ok,2012年中国研究生数学建模竞赛优秀论文/2012A/A90005004杨丁刘.pdf,,检测到广告/联系方式水印（未修改原文）
2012_A_A90006027郑王陶,2012,A,90006027,解放军理工大学,（由组委会填写）,待确认,low,43,83558,ok,2012年中国研究生数学建模竞赛优秀论文/2012A/A90006027郑王陶.pdf,,
2012_A_AK005古王张_2f4d85ad,2012,A,,北京邮电大学,（由组委会填写）,待确认,low,31,43509,ok,2012年中国研究生数学建模竞赛优秀论文/2012A/AK005古王张.pdf,,
2012_B_B10286035葛范汤,2012,B,10286035,东南大学,（由组委会填写）,待确认,low,28,58082,ok,2012年中国研究生数学建模竞赛优秀论文/2012B/B10286035/B10286035葛范汤.pdf,,检测到广告/联系方式水印（未修改原文）
2012_B_B10423006靳高曹,2012,B,10423006,中国海洋大学,（由组委会填写）,待确认,low,29,39315,ok,2012年中国研究生数学建模竞赛优秀论文/2012B/B10423006靳高曹/B10423006靳高曹/B10423006靳高曹.pdf,,
2012_B_B10614002刘汪张,2012,B,10614002,电子科技大学,（由组委会填写）（由组委会填写）（由组委会填写）（由组委会填写）,待确认,low,32,53436,ok,2012年中国研究生数学建模竞赛优秀论文/2012B/B10614002/B10614002/B10614002刘汪张.pdf,,检测到广告/联系方式水印（未修改原文）
2012_B_B10699008 程梁孟,2012,B,10699008,西北工业大学,（由组委会填写）,待确认,low,21,37258,ok,2012年中国研究生数学建模竞赛优秀论文/2012B/B10699008 程梁孟/B10699008 程梁孟/B10699008 程梁孟.pdf,,检测到广告/联系方式水印（未修改原文）
2012_B_B11646001张郭贺,2012,B,11646001,宁波大学,（由组委会填写）,待确认,low,30,59593,ok,2012年中国研究生数学建模竞赛优秀论文/2012B/B11646001张郭贺/B11646001张郭贺/B11646001张郭贺.pdf,,检测到广告/联系方式水印（未修改原文）
2012_B_B83221017张许陈,2012,B,83221017,,（由组委会填写）,待确认,low,28,40402,ok,2012年中国研究生数学建模竞赛优秀论文/2012B/B83221017/B83221017张许陈.pdf,,检测到广告/联系方式水印（未修改原文）
2012_B_B90006033宋陈李,2012,B,90006033,中国人民解放军理工大学,（由组委会填写）,待确认,low,44,54799,ok,2012年中国研究生数学建模竞赛优秀论文/2012B/B90006033宋陈李/B90006033宋陈李/B90006033宋陈李.pdf,,检测到广告/联系方式水印（未修改原文）
2012_B_B90027001吴杨沈,2012,B,90027001,后勤工程学院,（由组委会填写）,待确认,low,28,72286,ok,2012年中国研究生数学建模竞赛优秀论文/2012B/B90027001吴杨沈/B90027001吴杨沈/B90027001吴杨沈.pdf,,
2012_B_B90027001吴杨沈fj,2012,B,90027001,,附录1 计算卫星运动轨迹程序,待确认,low,9,11123,ok,2012年中国研究生数学建模竞赛优秀论文/2012B/B90027001吴杨沈/B90027001吴杨沈/B90027001吴杨沈fj.pdf,,
2012_B_B90052016李鹿刘,2012,B,90052016,空军工程大学,（由组委会填写）,待确认,low,51,135690,ok,2012年中国研究生数学建模竞赛优秀论文/2012B/B90052016李鹿刘/B90052016李鹿刘/B90052016李鹿刘/B90052016李鹿刘.pdf,,检测到广告/联系方式水印（未修改原文）
2012_B_B90059006余林汤,2012,B,90059006,第二炮兵工程大学,（由组委会填写）,待确认,low,34,48378,ok,2012年中国研究生数学建模竞赛优秀论文/2012B/B90059006余林汤/B90059006余林汤.pdf,,检测到广告/联系方式水印（未修改原文）
2012_D_D10284001董刘徐,2012,D,10284001,南京大学,（由组委会填写）,待确认,low,21,15395,ok,2012年中国研究生数学建模竞赛优秀论文/2012D/D10284001董刘徐.pdf,,
2012_D_D10404005龚宋杨(1),2012,D,10404005,华东交通大学,（由组委会填写）,待确认,low,28,26528,ok,2012年中国研究生数学建模竞赛优秀论文/2012D/D10404005龚宋杨(1).pdf,,
2012_D_DK002曾杨韩_aa9d59af,2012,D,,北京交通大学,（由组委会填写）,待确认,low,22,28501,ok,2012年中国研究生数学建模竞赛优秀论文/2012D/DK002曾杨韩.pdf,,
2013_A_A1_67443e32,2013,A,,大连理工大学,（由组委会填写）,待确认,low,41,64262,ok,2013年中国研究生数学建模竞赛优秀论文/2013A题/A1.pdf,,
2013_A_A2_db8a892c,2013,A,,同济大学,（由组委会填写）,待确认,low,32,46827,ok,2013年中国研究生数学建模竞赛优秀论文/2013A题/A2.pdf,,
2013_A_A3_12c51b99,2013,A,,武汉大学,（由组委会填写）,待确认,low,64,91369,ok,2013年中国研究生数学建模竞赛优秀论文/2013A题/A3.pdf,,检测到广告/联系方式水印（未修改原文）
2013_A_A4_da20a54c,2013,A,,西南石油大学,（由组委会填写）,待确认,low,41,70567,ok,2013年中国研究生数学建模竞赛优秀论文/2013A题/A4.pdf,,
2013_A_A5_684e18a8,2013,A,,,(d|”¬W   ),待确认,low,57,82455,ok,2013年中国研究生数学建模竞赛优秀论文/2013A题/A5.pdf,,
2013_A_A6_1a357ae6,2013,A,,长安大学,（由组委会填写）,待确认,low,62,105671,ok,2013年中国研究生数学建模竞赛优秀论文/2013A题/A6.pdf,,检测到广告/联系方式水印（未修改原文）
2013_A_A7_6c8dca43,2013,A,,三峡大学,（由组委会填写）,待确认,low,38,47637,ok,2013年中国研究生数学建模竞赛优秀论文/2013A题/A7.pdf,,
2013_A_A8 _227b96d4,2013,A,,中国人民解放军装备学院,（由组委会填写）,待确认,low,39,57220,ok,2013年中国研究生数学建模竞赛优秀论文/2013A题/A8 .pdf,,
2013_A_A9_8d58e0df,2013,A,,东南大学,（由组委会填写）,待确认,low,34,42848,ok,2013年中国研究生数学建模竞赛优秀论文/2013A题/A9.pdf,,
2013_B_B1_3bb775bf,2013,B,,解放军信息工程大学,（由组委会填写）,待确认,low,24,41402,ok,2013年中国研究生数学建模竞赛优秀论文/2013B题/B1.pdf,,
2013_B_B10_ba416d16,2013,B,,解放军信息工程大学,（由组委会填写）,待确认,low,33,53454,ok,2013年中国研究生数学建模竞赛优秀论文/2013B题/B10.pdf,,
2013_B_B2_bb0375b7,2013,B,,东南大学,（由组委会填写）,待确认,low,25,32083,ok,2013年中国研究生数学建模竞赛优秀论文/2013B题/B2.pdf,,
2013_B_B3_4fd90208,2013,B,,南京师范大学,（由由由由由由）,待确认,low,35,59760,ok,2013年中国研究生数学建模竞赛优秀论文/2013B题/B3.pdf,,
2013_B_B4_d0f7b7e6,2013,B,,同济大学,（由组委会填写）,待确认,low,29,55487,ok,2013年中国研究生数学建模竞赛优秀论文/2013B题/B4.pdf,,
2013_B_B5_bf9f36f4,2013,B,,华北电力大学,（由组委会填写）,待确认,low,27,30583,ok,2013年中国研究生数学建模竞赛优秀论文/2013B题/B5.pdf,,
2013_B_B6_60370644,2013,B,,上海交通大学,（由组委会填写）,待确认,low,35,51624,ok,2013年中国研究生数学建模竞赛优秀论文/2013B题/B6.pdf,,
2013_B_B7_2dcf9a28,2013,B,,桂林电子科技大学,(由组委会填写),待确认,low,29,43771,ok,2013年中国研究生数学建模竞赛优秀论文/2013B题/B7.pdf,,
2013_B_B8_07f5e62e,2013,B,,南京航空航天大学,（由组委会填写）,待确认,low,31,57596,ok,2013年中国研究生数学建模竞赛优秀论文/2013B题/B8.pdf,,
2013_B_B9_5078a468,2013,B,,上海电力学院,（由组委会填写）,待确认,low,22,25019,ok,2013年中国研究生数学建模竞赛优秀论文/2013B题/B9.pdf,,
2013_C_C1_a796ef7c,2013,C,,空军工程大学,（由组委会填写）,待确认,low,25,43234,ok,2013年中国研究生数学建模竞赛优秀论文/2013C题/C1.pdf,,
2013_C_C2_df20b000,2013,C,,中国人民解放军理工大学,（由组委会填写）,待确认,low,47,50497,ok,2013年中国研究生数学建模竞赛优秀论文/2013C题/C2.pdf,,
2013_C_C3_af682a4b,2013,C,,解放军信息工程大学,（由组委会填写）,待确认,low,29,54463,ok,2013年中国研究生数学建模竞赛优秀论文/2013C题/C3.pdf,,
2013_C_C4_3afd7a0f,2013,C,,西北工业大学,（由组委会填写）,待确认,low,31,36575,ok,2013年中国研究生数学建模竞赛优秀论文/2013C题/C4.pdf,,
2013_C_C5_2d279865,2013,C,,解放军理工大学,（由组委会填写）,待确认,low,38,58092,ok,2013年中国研究生数学建模竞赛优秀论文/2013C题/C5.pdf,,
2013_C_C6_9d83b63c,2013,C,,东南大学,（由组委会填写）,待确认,low,32,33583,ok,2013年中国研究生数学建模竞赛优秀论文/2013C题/C6.pdf,,检测到广告/联系方式水印（未修改原文）
2013_C_C7_542e7f19,2013,C,,南京邮电大学,（由组委会填写）,待确认,low,38,44822,ok,2013年中国研究生数学建模竞赛优秀论文/2013C题/C7.pdf,,
2013_C_C8_656a782c,2013,C,,北京邮电大学,（由组委会填写）,待确认,low,34,39965,ok,2013年中国研究生数学建模竞赛优秀论文/2013C题/C8.pdf,,
2013_D_D1_4acf3732,2013,D,,三峡大学,（由组委会填写）,待确认,low,43,60062,ok,2013年中国研究生数学建模竞赛优秀论文/2013D题/D1.pdf,,
2013_D_D10_8cdf7ef9,2013,D,,华中农业大学,（由组委会填写）,待确认,low,46,56435,ok,2013年中国研究生数学建模竞赛优秀论文/2013D题/D10.pdf,,检测到广告/联系方式水印（未修改原文）
2013_D_D2_a3adc1c2,2013,D,,海军工程大学,（由组委会填写）,待确认,low,29,41845,ok,2013年中国研究生数学建模竞赛优秀论文/2013D题/D2.pdf,,
2013_D_D3_a644d496,2013,D,,国防科学技术大学,（由组委会填写）,待确认,low,45,56989,ok,2013年中国研究生数学建模竞赛优秀论文/2013D题/D3.pdf,,
2013_D_D4_93212895,2013,D,,上海理工大学,(由组委会填写),待确认,low,52,78270,ok,2013年中国研究生数学建模竞赛优秀论文/2013D题/D4.pdf,,检测到广告/联系方式水印（未修改原文）
2013_D_D5_78467732,2013,D,,空军工程大学,（由组委会填写）,待确认,low,56,89874,ok,2013年中国研究生数学建模竞赛优秀论文/2013D题/D5.pdf,,检测到广告/联系方式水印（未修改原文）
2013_D_D6_e34ce89f,2013,D,,中国石油大学,（由组委会填写）,待确认,low,62,81237,ok,2013年中国研究生数学建模竞赛优秀论文/2013D题/D6.pdf,,
2013_D_D7_5d73fb63,2013,D,,南京航空航天大学,（由组委会填写）,待确认,low,51,88623,ok,2013年中国研究生数学建模竞赛优秀论文/2013D题/D7.pdf,,检测到广告/联系方式水印（未修改原文）
2013_D_D8_d9b2bf32,2013,D,,上海理工大学,（由组委会填写）,待确认,low,35,41842,ok,2013年中国研究生数学建模竞赛优秀论文/2013D题/D8.pdf,,检测到广告/联系方式水印（未修改原文）
2013_D_D9_0a07aa60,2013,D,,华南农业大学,（由组委会填写）,待确认,low,29,44846,ok,2013年中国研究生数学建模竞赛优秀论文/2013D题/D9.pdf,,
2013_E_E1_8c0e4ec4,2013,E,,山东财经大学,（由组委会填写）,待确认,low,35,45856,ok,2013年中国研究生数学建模竞赛优秀论文/2013E题/E1.pdf,,检测到广告/联系方式水印（未修改原文）
2013_E_E2_69f694bd,2013,E,,贵州大学,（由组委会填写）,待确认,low,31,37108,ok,2013年中国研究生数学建模竞赛优秀论文/2013E题/E2.pdf,,
2013_E_E3_8cd1eea8,2013,E,,西北工业大学,（由组委会填写）,待确认,low,33,50746,ok,2013年中国研究生数学建模竞赛优秀论文/2013E题/E3.pdf,,检测到广告/联系方式水印（未修改原文）
2013_E_E4_4052a26d,2013,E,,本文结合武汉大学,（由组委会填写）,待确认,low,35,39289,ok,2013年中国研究生数学建模竞赛优秀论文/2013E题/E4.pdf,,检测到广告/联系方式水印（未修改原文）
2013_E_E5_4bc43b71,2013,E,,国防科学技术大学,（由组委会填写）,待确认,low,30,44810,ok,2013年中国研究生数学建模竞赛优秀论文/2013E题/E5.pdf,,检测到广告/联系方式水印（未修改原文）
2013_F_F1_c60d2634,2013,F,,同济大学,（由组委会填写）,待确认,low,56,123636,ok,2013年中国研究生数学建模竞赛优秀论文/2013F题/F1.pdf,,
2013_F_F2_6c879f21,2013,F,,江苏大学,（由组委会填写）,待确认,low,53,85638,ok,2013年中国研究生数学建模竞赛优秀论文/2013F题/F2.pdf,,检测到广告/联系方式水印（未修改原文）
2013_F_F3_08f77d00,2013,F,,浙江工商大学,（由组委会填写）,待确认,low,48,77890,ok,2013年中国研究生数学建模竞赛优秀论文/2013F题/F3.pdf,,检测到广告/联系方式水印（未修改原文）
2013_F_F4_a7fb446e,2013,F,,解放军电子工程学院,（由组委会填写由组委会填写）由组委会填写由组委会填写,待确认,low,48,65752,ok,2013年中国研究生数学建模竞赛优秀论文/2013F题/F4.pdf,,
2013_F_F5_409e3935,2013,F,,南京财经大学,（由组委会填写）,待确认,low,36,48789,ok,2013年中国研究生数学建模竞赛优秀论文/2013F题/F5.pdf,,检测到广告/联系方式水印（未修改原文）
2014_A_A10288020_5ab07000,2014,A,10288020,南京理工大学,（由组委会填写）,待确认,low,37,47914,ok,2014年中国研究生数学建模竞赛优秀论文/2015年中国研究生数学建模竞赛优秀论文/A/A10288020.pdf,,
2014_A_A10422076_feb37d60,2014,A,10422076,山东大学,（由组委会填写）,待确认,low,36,42358,ok,2014年中国研究生数学建模竞赛优秀论文/2015年中国研究生数学建模竞赛优秀论文/A/A10422076.pdf,,
2014_A_A10533032_3cf94245,2014,A,10533032,中南大学,（由组委会填写）,待确认,low,38,44437,ok,2014年中国研究生数学建模竞赛优秀论文/2015年中国研究生数学建模竞赛优秀论文/A/A10533032.pdf,,
2014_A_A10651009_415b6547,2014,A,10651009,西南财经大学,（由组委会填写）,待确认,low,34,39794,ok,2014年中国研究生数学建模竞赛优秀论文/2015年中国研究生数学建模竞赛优秀论文/A/A10651009.pdf,,
2014_A_A10856054_91a0ce1c,2014,A,10856054,上海工程技术大学,（由组委会填写）,待确认,low,72,67057,ok,2014年中国研究生数学建模竞赛优秀论文/2015年中国研究生数学建模竞赛优秀论文/A/A10856054.pdf,,
2014_A_A11075030_59be094a,2014,A,11075030,三峡大学,（由组委会填写）,待确认,low,54,77114,ok,2014年中国研究生数学建模竞赛优秀论文/2015年中国研究生数学建模竞赛优秀论文/A/A11075030.pdf,,
2014_A_A90025016_ce97a109,2014,A,90025016,后勤工程学院,（由组委会填写）,待确认,low,56,60379,ok,2014年中国研究生数学建模竞赛优秀论文/2015年中国研究生数学建模竞赛优秀论文/A/A90025016.pdf,,检测到广告/联系方式水印（未修改原文）
2014_B_B10006005_cab104df,2014,B,10006005,北京航空航天大学,（由组委会填写）,待确认,low,25,43722,ok,2014年中国研究生数学建模竞赛优秀论文/2015年中国研究生数学建模竞赛优秀论文/B/B10006005.pdf,,检测到广告/联系方式水印（未修改原文）
2014_B_B10248091_dc7ae638,2014,B,10248091,上海交通大学,（由组委会填写）,待确认,low,57,101619,ok,2014年中国研究生数学建模竞赛优秀论文/2015年中国研究生数学建模竞赛优秀论文/B/B10248091.pdf,,检测到广告/联系方式水印（未修改原文）
2014_B_B10248118_27012a87,2014,B,10248118,上海交通大学,（由组委会填写）,待确认,low,36,33377,ok,2014年中国研究生数学建模竞赛优秀论文/2015年中国研究生数学建模竞赛优秀论文/B/B10248118.pdf,,检测到广告/联系方式水印（未修改原文）
2014_B_B10290012_7537cc7c,2014,B,10290012,中国矿业大学,（由组委会填写）,待确认,low,51,53618,ok,2014年中国研究生数学建模竞赛优秀论文/2015年中国研究生数学建模竞赛优秀论文/B/B10290012.pdf,,检测到广告/联系方式水印（未修改原文）
2014_B_B10290012_1_,2014,B,10290012,中国矿业大学,（由组委会填写）,待确认,low,51,53618,ok,2014年中国研究生数学建模竞赛优秀论文/2015年中国研究生数学建模竞赛优秀论文/B/B10290012_1_.pdf,,检测到广告/联系方式水印（未修改原文）
2014_B_B10294017_88d1417e,2014,B,10294017,河海大学,（由组委会填写）,待确认,low,47,62052,ok,2014年中国研究生数学建模竞赛优秀论文/2015年中国研究生数学建模竞赛优秀论文/B/B10294017.pdf,,检测到广告/联系方式水印（未修改原文）
2014_B_B10700027_c01259e6,2014,B,10700027,西安理工大学,（由组委会填写）,待确认,low,47,81960,ok,2014年中国研究生数学建模竞赛优秀论文/2015年中国研究生数学建模竞赛优秀论文/B/B10700027.pdf,,
2014_B_B11660017_0174d19b,2014,B,11660017,重庆理工大学,（由组委会填写）,待确认,low,55,103079,ok,2014年中国研究生数学建模竞赛优秀论文/2015年中国研究生数学建模竞赛优秀论文/B/B11660017.pdf,,检测到广告/联系方式水印（未修改原文）
2014_B_B90002105_b4578e5a,2014,B,90002105,国防科学技术大学,（由组委会填写由组委会填写）由组委会填写由组委会填写,待确认,low,43,71772,ok,2014年中国研究生数学建模竞赛优秀论文/2015年中国研究生数学建模竞赛优秀论文/B/B90002105.pdf,,检测到广告/联系方式水印（未修改原文）
2014_B_B90006058_2b167986,2014,B,90006058,解放军理工大学,（由组委会填写）,待确认,low,54,53480,ok,2014年中国研究生数学建模竞赛优秀论文/2015年中国研究生数学建模竞赛优秀论文/B/B90006058.pdf,,
2014_C_C90005047_79e87523,2014,C,90005047,解放军信息工程大学,（由组委会填写）,待确认,low,32,44552,ok,2014年中国研究生数学建模竞赛优秀论文/2015年中国研究生数学建模竞赛优秀论文/C/C90005047.pdf,,
2014_C_C90019017_c4ebf2ad,2014,C,90019017,解放军电子工程学院,（由组委会填写）,待确认,low,32,62887,ok,2014年中国研究生数学建模竞赛优秀论文/2015年中国研究生数学建模竞赛优秀论文/C/C90019017.pdf,,检测到广告/联系方式水印（未修改原文）
2014_C_C90047002_5b52576c,2014,C,90047002,解放军空军预警学院,（由组委会填写）,待确认,low,24,24351,ok,2014年中国研究生数学建模竞赛优秀论文/2015年中国研究生数学建模竞赛优秀论文/C/C90047002.pdf,,
2014_C_C90110006_eb871f72,2014,C,90110006,,（由组委会填写）,待确认,low,40,80927,ok,2014年中国研究生数学建模竞赛优秀论文/2015年中国研究生数学建模竞赛优秀论文/C/C90110006.pdf,,
2014_C_C90110010_9a437ed3,2014,C,90110010,,（由组委会填写）,待确认,low,36,68973,ok,2014年中国研究生数学建模竞赛优秀论文/2015年中国研究生数学建模竞赛优秀论文/C/C90110010.pdf,,
2014_C_CK0127_21e37172,2014,C,,,（由组委会填写）,待确认,low,29,56131,ok,2014年中国研究生数学建模竞赛优秀论文/2015年中国研究生数学建模竞赛优秀论文/C/CK0127.pdf,,
2014_D_10004002_41ec88fe,2014,D,10004002,北京交通大学,（由组委会填写）,待确认,low,74,89665,ok,2014年中国研究生数学建模竞赛优秀论文/2015年中国研究生数学建模竞赛优秀论文/D/10004002.pdf,,
